pfn,nr_pages,lru_type,memory_type,timestamp
0xbf9f8,1,0,file,4296504521
0xbf9b8,1,0,file,4296504528
0xafaf8,1,0,file,4296504528
0x8f0b8,1,0,file,4296504528
0xad9b8,1,0,file,4296504528
0x8bdb8,1,0,file,4296504533
0x81df8,1,0,file,4296504534
0x84238,1,0,file,4296504534
0x85438,1,0,file,4296504535
0x81f38,1,0,file,4296504540
0x81878,1,0,file,4296504541
0x841f8,1,0,file,4296504541
0x856b8,1,0,file,4296504541
0x83db8,1,0,file,4296504541
0x99df8,1,0,file,4296504541
0x84138,1,0,file,4296504541
0x85bf8,1,0,file,4296504541
0x82438,1,0,file,4296504541
0x822f8,1,0,file,4296504541
0x83f78,1,0,file,4296504541
0x85938,1,0,file,4296504541
0x81bb8,1,0,file,4296504541
0x85738,1,0,file,4296504541
0x81fb8,1,0,file,4296504541
0x85ef8,1,0,file,4296504541
0x86f78,1,0,file,4296504541
0x84378,1,0,file,4296504541
0x85678,1,0,file,4296504541
0x818b8,1,0,file,4296504541
0x81638,1,0,file,4296504541
0x824f8,1,0,file,4296504541
0x86578,1,0,file,4296504541
0x81af8,1,0,file,4296504541
0x830b8,1,0,file,4296504541
0x83fb8,1,0,file,4296504541
0x82738,1,0,file,4296504541
0x83178,1,0,file,4296504541
0x82c38,1,0,file,4296504541
0x82538,1,0,file,4296504541
0x1152d8,1,0,file,4296504541
0x640cb,1,0,file,4296504541
0x5c6f9,1,0,file,4296504541
0x65baf,1,0,file,4296504599
0x1115ac,1,0,file,4296504600
0x111876,1,0,file,4296504600
0x113801,1,0,file,4296504600
0x112fc5,1,0,file,4296504600
0x117e79,1,0,file,4296504600
0x117fac,1,0,file,4296504602
0x102175,1,0,file,4296504602
0x11797f,1,0,file,4296504602
0x826b8,1,0,file,4296504605
0x86978,1,0,file,4296504605
0x857f8,1,0,file,4296504605
0x85b38,1,0,file,4296504605
0x825f8,1,0,file,4296504607
0x82eb8,1,0,file,4296504607
0x86e78,1,0,file,4296504607
0x81938,1,0,file,4296504607
0x858f8,1,0,file,4296504607
0x83078,1,0,file,4296504609
0x81478,1,0,file,4296504609
0x867f8,1,0,file,4296504609
0x81e38,1,0,file,4296504609
0x859f8,1,0,file,4296504609
0x9bf38,1,0,file,4296504609
0x81b78,1,0,file,4296504609
0x86878,1,0,file,4296504609
0xc2838,1,0,file,4296504609
0x8f5b8,1,0,file,4296504609
0xb8a78,1,0,file,4296504609
0x85078,1,0,file,4296504609
0x9aff8,1,0,file,4296504609
0x82db8,1,0,file,4296504609
0x85d38,1,0,file,4296504609
0x98178,1,0,file,4296504609
0xaf2b8,1,0,file,4296504609
0x99ff8,1,0,file,4296504609
0x81cb8,1,0,file,4296504609
0xc28b8,1,0,file,4296504609
0xc28f8,1,0,file,4296504609
0x86eb8,1,0,file,4296504609
0x86ef8,1,0,file,4296504609
0x99d38,1,0,file,4296504609
